document,source_id,kind,section,line,title,fingerprint,curated_specs
PRD-MAIN,OD-027,table-row,23. 明确待决策事项,1473,TestScopeMatrix 最小范围行粒度、必需维度、审批岗位和报价/任务/报告变更影响规则,eb18a5b0d1428c2a736482c1234855f9a1fb7940f0903d5998b6a61685bd08f5,OD-027@0.1.0
PRD-MAIN,OD-028,table-row,23. 明确待决策事项,1474,各行业代表性/最不利覆盖允许的危险域、项目、证据、批准岗位，以及何时自动停止后续复用、何时进入待评估的规则,555ef67a2f0c76f32dd55edafafa328854358d6b3b962882f0d33d9810beca21,
PRD-MAIN,OD-029,table-row,23. 明确待决策事项,1475,认可范围的数据粒度、权威来源、混合认可报告展示和行级签发门禁,fcd51de1b1bd263119ceb86f45a59d766730784adc2167d883fd3d1f80e53ace,OD-029@0.1.0
PRD-MAIN,OD-030,table-row,23. 明确待决策事项,1476,各方法族最小执行记录、制备/分析批、QC、原始数据与 ELN/CDS 的权威边界,9e114c6bc26b6bbdcefde2f3427acaaf9cc7ba9855d8196f5be7b116cb96c321,OD-030@0.1.0
PRD-MAIN,OD-031,table-row,23. 明确待决策事项,1477,首期条码/移动流程和首批仪器/文件接口清单，按结果数据量、人工工时和风险排序,b9bc81a6032f13243296caeab9647a00118b59f86b75ac90379ed2296ea69fcc,ATC-REC-002@0.1.0;ATC-REC-002@1.0.0;OD-031@0.1.0
PRD-MAIN,OD-032,table-row,23. 明确待决策事项,1478,多方参与角色、品牌/客户协议、报告访问、付款和数据权限模型,e276ce596f45807ac804b22f0159514255b24f383a0e15822dcdcebcec9deb88,OD-032@0.1.0
PRD-MAIN,OD-033,table-row,23. 明确待决策事项,1479,核心 LIMS 与可选商业运营包边界；是否建设运营应收取决于现有 ERP/财务能力和客户产品战略,906e134c8a105aca68a7f4a0bc81cff920b03d38144d051becb98e49e7e87a7f,
PRD-MAIN,OD-034,table-row,23. 明确待决策事项,1480,“单项符合、已测范围符合”的行业化语义与批准权限，以及外部/另行授权的全面法规评估、认证状态或证书如何引用、由谁负责和哪些未覆盖项必须披露,812972e2a3d8b8546103613a65ac214bbdb3d4d2f4f973fb258adedad0744309,OD-034@0.1.0
PRD-MAIN,OPS-ALLOC-001,table-row,12.5 谱系、数量和任务分配,799,系统必须在任务分配时校验身份、状态、可用量、方法适用性、保存条件和有效期,236b5718874c346d0d470ffae2132897d0fccb6c9473874d88aaa321fb77a148,
PRD-MAIN,OPS-ALLOC-002,table-row,12.5 谱系、数量和任务分配,800,系统必须记录预留量、领用量、预计消耗量、实际消耗量和归还量,532a38744aea361d20d029638992e22422542a866dcfd8b912e57ecd689536e1,
PRD-MAIN,OPS-ALLOC-003,table-row,12.5 谱系、数量和任务分配,801,系统必须通过 TestObjectAllocation 使每次任务使用引用物理对象、身份映射版本、范围行、计划/序列步骤、用途、顺序、破坏性和预留状态,e6c99b43b60ebec09d21531b153736a839b249f919c9c0c7723ca9d339a96187,
PRD-MAIN,OPS-ALLOC-004,table-row,12.5 谱系、数量和任务分配,802,SampleIdentityAssignment、TestObjectAllocation 和 CoverageDecision 必须为独立关系；修改测试分配或覆盖决定不得改写实物实际身份,bc1bde0edbe8da5dd81a866d9cad1db2775880a9dd46b3e23cca90d47e5212e3,
PRD-MAIN,OPS-AUTO-001,table-row,12.4 收样、身份和拆解,781,对汽车零件，系统必须记录项目、零件/图纸/HW/SW/标定版本、样件组、试验序列、工况、阶段检查和中断/恢复,656dd6d87ce693b650b5a27a037eb24bfb8e792f2a3e80a4de22c0c402ffa241,
PRD-MAIN,OPS-AUTO-002,table-row,12.4 收样、身份和拆解,782,每个 VerificationRow 必须多对多关联要求/判据、试验步骤、SampleGroup/具体样件、运行、ResultInput、证据、结论和批准偏离；缺少证据或偏离时不得标记闭环,03a3c90b7675b0f750ddd69cdca7dcffb58d33cff7291fda0d8a72ee1b9c69dd,
PRD-MAIN,OPS-AUTO-003,table-row,12.4 收样、身份和拆解,783,TestSequence 必须版本化并表达步骤依赖、样件分配、破坏性、恢复时间、最大间隔和失败后的停止/继续/待客户规则,67935936d407980e82b175e5f8d34ce1b3422e364105794c3cdee9e1662b39fe,
PRD-MAIN,OPS-AUTO-004,table-row,12.4 收样、身份和拆解,784,长周期运行必须记录 TestProfile、设定/实际曲线、Cycle、Channel/MeasurementPoint、Checkpoint、报警和校准有效性；高频数据可存外部时序库但须有不可变清单和哈希,c25c7b8b1d6054959c309b6b28c7b8bf59de354186dea07d16a32731d5dfd27a,
PRD-MAIN,OPS-AUTO-005,table-row,12.4 收样、身份和拆解,785,运行中的刷写、维修、换件、工装/线束/负载变化必须形成 Intervention/RepairEvent 和新的适用配置基线；没有 ResumeDecision 不得继续,e7f63aeee4dc9e5633737ae8356dda7a31404b54ed6e896e58b05aae9e3330c9,
PRD-MAIN,OPS-AUTO-006,table-row,12.4 收样、身份和拆解,786,前/后功能检查、失败事件、偏离批准、客户见证和中期交付物必须引用具体样件、步骤、配置和证据,9eb957e04655f6be045216218280532318f44989a2048f549b26de500edd6688,
PRD-MAIN,OPS-BATCH-001,table-row,12.5 谱系、数量和任务分配,807,系统必须分别管理制备批、预处理批、分析批、仪器运行和客户委托；不得使用一个通用 ExecutionRun 混淆不同批次责任,706543bad1d3905cde3590f878c01bb7124104b9823c2c291b45d5ad124678e4,
PRD-MAIN,OPS-BATCH-002,table-row,12.5 谱系、数量和任务分配,808,系统必须允许一个内部批次包含多个委托试样和批准 QC 样，并保持客户隔离、样品位置和结果归属,b7a46afbf41f5913856eeaea8f09f948a5299ff41bf3aba5050ae64da66d363c,
PRD-MAIN,OPS-BATCH-003,table-row,12.5 谱系、数量和任务分配,809,批次 QC 失败、环境超差或校准失效时，系统必须确定并冻结全部受影响任务和结果,c30f659da4d96c40a2fd6e2341e6734e1c3fa0cb8d5b7a7cabe437efeb14e84f,
PRD-MAIN,OPS-COMP-001,table-row,12.5 谱系、数量和任务分配,804,系统必须在创建复合样前校验合同许可、方法许可、代表性批准和物理兼容性,4cce146f52ba1e9df0b3523d5505b88a7430f95207f14fe0136649608011c4ad,
PRD-MAIN,OPS-COMP-002,table-row,12.5 谱系、数量和任务分配,805,系统必须将复合样结果默认仅归属于复合样,0c9a421943bd38badbf32717c46aec03e23790faa20b337152838e1671402f39,
PRD-MAIN,OPS-COMP-003,table-row,12.5 谱系、数量和任务分配,806,系统必须在来源样身份失效或隔离后冻结相关复合样、任务和结果,973b3cc7cf6507732b4e37bbf567ff0d9abc3a03f5736fd22fa1689a24f65b1e,
PRD-MAIN,OPS-CONFIG-001,table-row,12.4 收样、身份和拆解,756,对配置相关测试，系统必须冻结实际实物的图纸/HW/SW/固件/标定版本轴、附件、供电能力、端口和适用模式等 AsTestedConfigurationSnapshot,11603a9cf84c82cc156345fd8b5d110ac50d6c34697947e79a8a83a89d1c8444,
PRD-MAIN,OPS-CONFIG-002,table-row,12.4 收样、身份和拆解,757,具体运行的工装、线束、负载、辅助设备、接线/布置、程序、环境曲线、循环和通道必须记录在版本化 TestSetup/TestProfile，不得回写稳定产品变体或受试配置快照,89508e082d641e89e3c2240d85017d61bd7be4ff7642e2585f1999f62f2ff8f7,
PRD-MAIN,OPS-CONTACT-001,table-row,12.4 收样、身份和拆解,763,对食品接触材料，系统必须记录接触面、面积/体积依据、模拟物、时间、温度、重复次数、迁移液和分析份关系,31bda899a46a870794c76569bf5ec404a4f66f4c3b746260f00057dfe76d62df,
PRD-MAIN,OPS-CONTACT-002,table-row,12.4 收样、身份和拆解,764,迁移暴露必须分别记录计划和实际开始/结束时间、计划和实际温度/曲线、接触面积、模拟物体积、容器/设备及中断/超差；超差影响未批准前不得报告,e3519c2ea813ab14da43d161ddbe7ec404b21bcd38525c398876036df65f4734,
PRD-MAIN,OPS-CONTACT-003,table-row,12.4 收样、身份和拆解,765,每次迁移必须生成独立且唯一标识的 MigrationSolution；同一迁移液可分成多个 AnalyticalAliquot，但每个分析份必须记录来源、体积/质量、稳定截止、保存条件、剩余量和处置,eda9cc44b92cca4e1324cecc9bd106352bfd44015828032244cf4291b3929758,
PRD-MAIN,OPS-CONTACT-004,table-row,12.4 收样、身份和拆解,766,重复使用场景必须按批准顺序在同一制品或指定测试单元上执行多次暴露，保留每次条件、迁移液和结果；不得用后一次覆盖前一次,6e39f29ac39db456e4f7fb9e464891dbfafabfa22e961906b266c9a529cc2f35,
PRD-MAIN,OPS-CONTACT-005,table-row,12.4 收样、身份和拆解,767,食品接触样品需求必须按模拟物 × 条件 × 平行 × 迁移次数，加空白/QC、复测预留和留样确定；自动计算结果必须由技术人员批准,1b10031f4249dc15ede85d47211bcb78f37687a6ab156c90babac978577b270e,
PRD-MAIN,OPS-CONTACT-006,table-row,12.4 收样、身份和拆解,768,食品接触结果必须可反向追溯“结果 → 分析份 → 迁移液 → 迁移暴露 → 试样/制品 → 接触面和用途场景”,867cbae65850de7dd9e7dcd3fb59fc77cfe5ef109029acde48126a4f65f24a1d,
PRD-MAIN,OPS-DIS-001,table-row,12.4 收样、身份和拆解,751,系统必须仅在批准检测方案或方法要求下允许拆解,e4b96bda221bfb12a2339b4029a6a1adad8c71aae78d230dde7dba8e872862b0,
PRD-MAIN,OPS-DIS-002,table-row,12.4 收样、身份和拆解,752,系统必须在拆解前校验客户授权、安全、顺序、不可逆影响和归还约定,305c5f1724871eaabb6d6361eeaf66641fc5c1c33202368dd9be877f8faa0bc7,
PRD-MAIN,OPS-DIS-003,table-row,12.4 收样、身份和拆解,753,系统必须记录拆解步骤、工具、人员、时间、证据和产生物,59ac6c85b69bb24f1b57865cd9a24929451fef8a10edf2c04febb75069472a10,
PRD-MAIN,OPS-DIS-004,table-row,12.4 收样、身份和拆解,754,系统必须将未观察结构、疑似材质和不可见数量保持为未知或假设,804fcbc3568d3ba7f78d5aa23bb3d29640ed03cb6c81438457e5706ede16b9e0,
PRD-MAIN,OPS-ELEC-001,table-row,12.4 收样、身份和拆解,758,电子型号族必须以 ModelDifference 和 CoverageDecision 表达差异、代表型号、最不利模式、证据和局部失效条件；关键件、固件或配置变化不得默认继承旧覆盖,bee9e2035d692e59bb626a8054155548540a99ccf5bdb656b593a27be9623c8b,
PRD-MAIN,OPS-ELEC-002,table-row,12.4 收样、身份和拆解,759,产品安全/结构审查必须记录关键元器件、证书证据、结构检查、异常/单一故障条件、温升、照片和观察性判定，并关联后续破坏对其他任务的样品资格影响,bdf035de0523ff002703a2dd0024d152ad2dbe95831e18f2a2c67cd979a8d1ca,
PRD-MAIN,OPS-ELEC-003,table-row,12.4 收样、身份和拆解,760,EMC/RF 运行必须保存 TestSetupTopology、端口、线缆、辅助设备、模式、扫描原始数据、LimitLine、Detector、WorstPoint 和布置证据,af140fccdb04bec9ba41f1a7ef31ef7dce847c2500553f5f725c2690b8abeb58,
PRD-MAIN,OPS-ELEC-004,table-row,12.4 收样、身份和拆解,761,抗扰度试验必须记录施加等级、暴露区间、PerformanceCriterion、运行前/中/后功能状态和异常事件；不得仅保存最终 Pass/Fail,b6e208181385cfe594061551bfe13c4e067d8b14e8cd55cc196fe579df4a2b30,
PRD-MAIN,OPS-ELEC-005,table-row,12.4 收样、身份和拆解,762,无线试验必须冻结信道、带宽、功率、天线、占空比、测试固件和控制软件版本；配置变化必须触发范围/覆盖影响评估,aa8179a636b452e98686f75a609bbce5d743c1044550b5ea6da401dd5efc5474,
PRD-MAIN,OPS-EXC-001,table-row,12.4 收样、身份和拆解,749,系统必须为数量不足、超温、破损、污染、标签冲突或超时创建异常,1c1c6246aba17a34a02fa4476440b5417ac555722513596cadcd37ed9d5a68cf,ATC-REC-005@0.1.0;ATC-REC-005@1.0.0;OPS-EXC-001@0.1.0
PRD-MAIN,OPS-EXC-002,table-row,12.4 收样、身份和拆解,750,系统必须阻止异常自动降低检测范围、延长有效期或默认条件接收,c5071e98bf82d792a49254dc336117ae0353e602a934e69fc58a806ef335f3fe,ATC-REC-005@0.1.0;ATC-REC-005@1.0.0;OPS-EXC-002@0.1.0
PRD-MAIN,OPS-GROUP-001,table-row,12.5 谱系、数量和任务分配,803,ReceivedGroup/SampleLot 和 SampleGroup 必须保存成员、共同属性/分组依据和版本；报告或试验组不得把组级身份覆盖到成员实物,d547a89da512b4e5425e61f0943609688a2886242ef2f190be64e4d1dd38d656,
PRD-MAIN,OPS-IDENTITY-001,table-row,12.4 收样、身份和拆解,746,系统必须分别保存客户声明身份、实验室观察身份和匹配结论,1186729cc44cf6f13e74ac666fc09f3001f90bc5ce1bfdbfb577f6e61fded98f,ATC-REC-004@0.1.0;ATC-REC-004@1.0.0;OPS-IDENTITY-001@0.1.0
PRD-MAIN,OPS-IDENTITY-002,table-row,12.4 收样、身份和拆解,747,系统必须使每个可检测实物关联其实际送检项、实际变体/特征和适用受试配置；同一实物可映射其真实多个部件/材料特征，但不得借身份映射代表未收到型号，归属歧义时必须阻断,54f7c368e0c5d2e9bfef8fad15204a6a693a6fbd3bda1c59b63df3c094b736c0,ATC-REC-004@0.1.0;ATC-REC-004@1.0.0;OPS-IDENTITY-002@0.1.0
PRD-MAIN,OPS-IDENTITY-003,table-row,12.4 收样、身份和拆解,748,系统必须阻止未匹配、身份待定、隔离、拒收或安全封存对象进入制样和检测,d601328d0279f11d9750c7ca7efba283114d28b738fd2d153f9fc5fbefc0833a,ATC-REC-003@0.1.0;ATC-REC-003@1.0.0;ATC-REC-006@0.1.0;ATC-REC-006@1.0.0;OPS-IDENTITY-003@0.1.0
PRD-MAIN,OPS-LIN-001,table-row,12.5 谱系、数量和任务分配,792,系统必须分别管理产品语义关系、物理来源关系、任务使用关系、数量流水和保管责任链,8c05655a152f3bfe3c3ae0040ca133ffac69fc43e6433f6974e8b097afefa478,
PRD-MAIN,OPS-LIN-002,table-row,12.5 谱系、数量和任务分配,793,系统必须禁止物理谱系循环、自引用和无授权换父,ea70768bb5f53a87f48161361f27f1bb1ab848f8c664d70c7b2860c64e8f81e6,
PRD-MAIN,OPS-LIN-003,table-row,12.5 谱系、数量和任务分配,794,系统必须支持多来源复合样和一试样多次非破坏性使用,2e7d1d427b2850c804fcdf6495b5866bed5b0b8bec7b88c23be79b44eac56430,
PRD-MAIN,OPS-QTY-001,table-row,12.5 谱系、数量和任务分配,795,系统必须使用不可变数量流水记录收货、产出、预留、分配、消耗、归还、损耗和处置,705ab67a4f520766972c55056a5b3364bfc1539d8bd2a9e1bea469d44a7653c6,
PRD-MAIN,OPS-QTY-002,table-row,12.5 谱系、数量和任务分配,796,系统必须按对象配置计量维度、单位、测量方法、精度、允许损耗和守恒公差,09ba863f4ddf78cb15c33c6a499e66212335aa6313f248686c61b9d59ff9053f,
PRD-MAIN,OPS-QTY-003,table-row,12.5 谱系、数量和任务分配,797,系统必须阻止负余额、超分配和无依据跨物理量换算,359f7746c28e69d08ea427d2b617a63b0230afcbf92139a03481f011b1b69f4a,
PRD-MAIN,OPS-QTY-004,table-row,12.5 谱系、数量和任务分配,798,系统必须通过冲销和重记更正已过账数量流水,62e8771a4a6111ac841db861299083bbb1180b1adc148eda8e4ed84f0a87098d,
PRD-MAIN,OPS-RECEIPT-001,table-row,12.4 收样、身份和拆解,743,系统必须分别登记到货批、包装单元和收到的实物,7c5ac0cbc8b80f7778fdc3240ffd9bd7633839bacefe88c4896b3ebc05cad965,ATC-REC-001@0.1.0;ATC-REC-001@1.0.0;OPS-RECEIPT-001@0.1.0
PRD-MAIN,OPS-RECEIPT-002,table-row,12.4 收样、身份和拆解,744,系统必须为每个包装单元和收到的实物分配唯一标识,5d23e65500b33f3b281878f7ddcb2400a6b44748d2509ed551723a9a6422a96f,ATC-REC-002@0.1.0;ATC-REC-002@1.0.0;OPS-RECEIPT-002@0.1.0
PRD-MAIN,OPS-RECEIPT-003,table-row,12.4 收样、身份和拆解,745,系统必须在身份评估完成前保持实物隔离,389923bc1881370792e1984f9e1bf9f994f3341583475592c9b903bedb3b12e8,ATC-REC-003@0.1.0;ATC-REC-003@1.0.0;ATC-REC-006@0.1.0;ATC-REC-006@1.0.0;OPS-RECEIPT-003@0.1.0
PRD-MAIN,OPS-RESRC-001,table-row,12.5 谱系、数量和任务分配,810,系统必须按人员授权、设备/场地/夹具能力、校准状态、时间窗口、依赖和样品状态检查硬资源冲突,b3de20a4e4371a5dbb96464bb9a8d659541094cd5f3a67c5f14c1c1ac4161726,
PRD-MAIN,OPS-STATE-001,table-row,12.4 收样、身份和拆解,755,对顺序性试验，系统必须在不改变实物身份的前提下记录预处理、每个事件前后状态、照片/视频、新增可接触特征、碎片和下一步资格,bbc4a593f26906bc424267d7f6cf2b41208761972c325ff3c56781451e48a68c,
PRD-MAIN,OPS-TEXTILE-001,table-row,12.4 收样、身份和拆解,776,对纺织品，系统必须记录款/色/码/批次/部位覆盖、裁样方向/尺寸/数量及调湿或洗涤等预处理,724ac50401bc20a3bdeb8ef7b556cd821483f33649474b9fbf893957578a41f0,
PRD-MAIN,OPS-TEXTILE-002,table-row,12.4 收样、身份和拆解,777,纺织样品需求必须按款号、颜色、部件、材料、部位、方向、平行数、预处理、互斥破坏关系、复测预留和留样计算；样品不足必须在计划批准前阻断或发起范围/补样变更,c0344524379014086ec8b9492744968c1a8f620ab858ab3fe76d2d7f6bfeed77,
PRD-MAIN,OPS-TEXTILE-003,table-row,12.4 收样、身份和拆解,778,CuttingPlan 必须记录来源实物/布批、取样部位、经纬或纵横方向、尺寸、数量、距布边要求、模板版本、操作人及生成试样,4d29e9a52e12b6cae2634946302c11d9ceeea8238fbfba4200a9cf0b5dd693d2,
PRD-MAIN,OPS-TEXTILE-004,table-row,12.4 收样、身份和拆解,779,调湿和洗涤必须分别保存计划与实际温湿度、时长、程序、洗涤剂、干燥方式和超差影响；影响未批准前不得报告,de626ac9b5e178ce40799e35f98111d5c8c51f465c3cf8accb4f293fc5c1ecf1,
PRD-MAIN,OPS-TEXTILE-005,table-row,12.4 收样、身份和拆解,780,CoverageDecision 必须明确款号、颜色、尺码、材料、部件、部位、供应商/染批和项目范围；不得默认以“最深色”代表全部颜色,fffe0a3310f7e29aad85f369b9427f3c48059f8264ebd660c5858f0d1de87652,
PRD-MAIN,OPS-TOY-001,table-row,12.4 收样、身份和拆解,769,系统必须分别保存客户年龄/用途声明和实验室 AgeGradeDecision；年龄决定必须有依据、批准、版本和冻结状态,faffa70bc7e55c965adc3e1ac61ac1b13666dc78427c30533aa2e1cfe1c8ead4,
PRD-MAIN,OPS-TOY-002,table-row,12.4 收样、身份和拆解,770,年龄或用途决定变化时，系统必须重新计算受影响要求条款、样品需求、测试单元、标签审查和已执行任务/结果影响，不得原地改写原决定,c746ed28dec9b412910d212b31b3e8057e3d63428c36bdebe0955b6874dc5320,
PRD-MAIN,OPS-TOY-003,table-row,12.4 收样、身份和拆解,771,AccessibilityAssessment 必须按初始、正常使用后和各使用滥用事件后分别版本化；新暴露部件必须触发机械/化学/标签范围重新评估,4d43cb0393ca940e8c129f9f7bc86625c5b3299297d6e717b9aeb13ee49bb13e,
PRD-MAIN,OPS-TOY-004,table-row,12.4 收样、身份和拆解,772,每个 TestUnit 必须唯一分配适用危险域、平行号和有序试验序列；互斥破坏性任务不得复用同一测试单元,321b9154e2a8eb0a5c9714461b5e51c92c11a34d6b932693ee704c3228496f5a,
PRD-MAIN,OPS-TOY-005,table-row,12.4 收样、身份和拆解,773,多测试单元结果汇总为产品/型号结论时必须引用批准的危险域覆盖，不得拼接成未实际存在的“同一整件全部通过”,5412fbcaff83246885136efdfab13b870c3aa8a1d23871d9fdeb17a904196858,
PRD-MAIN,OPS-TOY-006,table-row,12.4 收样、身份和拆解,774,玩具样品需求必须按危险域 × 测试单元 × 平行 × 互斥破坏试验，加化学最低取样量、复测预留和留样确定；自动计算结果必须由技术人员批准,9f483f4725b5970b3367b459dad1ea58327c58e25836d8fe091b3a4666b69504,
PRD-MAIN,OPS-TOY-007,table-row,12.4 收样、身份和拆解,775,包装、标签、说明书和营销年龄声明必须按版本、语言、市场和图片证据管理；产品/年龄决定变化时，受影响 LabelReview 必须失效并重审,cbcc5f4b7c3f592e38413b9d596c3359e8d627657aace631c5ac4dfa37889f17,
PRD-MAIN,ORG-COLLAB-001,table-row,12.1 范围、产品与结构,683,跨法人或跨实验室协同时，系统必须分别记录委托归属法人、收样实验室、执行实验室/工作中心、报告签发主体、计费主体及其授权依据；不得用一个“机构”字段覆盖不同责任,5b09595bea9c6fc7389343ac598999fb9be1190b5f0a8591e74598b2ff708efc,ORG-COLLAB-001@0.1.0
PRD-MAIN,ORG-STRUCT-001,table-row,12.1 范围、产品与结构,682,系统必须以 OrganizationGroup → LegalEntity → Laboratory → Department/WorkCenter 表达集团多机构层级、有效期和状态；一个部署只允许一个 OrganizationGroup，送检客户不得建模为组织集团或隔离租户,75db94de48ebe025a2783449abea7404fa95b6ae89656e1740df8a3b08c4fcd6,ATC-REC-001@0.1.0;ATC-REC-001@1.0.0;ATC-REC-002@0.1.0;ATC-REC-002@1.0.0;ATC-REC-003@0.1.0;ATC-REC-003@1.0.0;ORG-STRUCT-001@0.1.0
PRD-MAIN,RISK-001,table-row,21. 主要风险与缓解措施,1393,客户图片无法揭示隐藏结构,8ae9d6ecd6be0bf83d929f699df3961a3ce2af39ee7532631ceb237dcd7c1492,
PRD-MAIN,RISK-002,table-row,21. 主要风险与缓解措施,1394,人工将 AI 推断误作事实,eed595f278ee432742effad9ac6c6e14ef7ae3d606ff932ce2b83514b83341eb,
PRD-MAIN,RISK-003,table-row,21. 主要风险与缓解措施,1395,逻辑产品 BOM 与物理谱系混用,0db847e26c6031a292080e44b10fecaebffc78bf456b110558b9a2e64a09fdcb,
PRD-MAIN,RISK-004,table-row,21. 主要风险与缓解措施,1396,强制拆解破坏样品,44920e411d12b185fa0d90dc44740613b9540d2fee481db933ac61863feaea00,
PRD-MAIN,RISK-005,table-row,21. 主要风险与缓解措施,1397,复测后选择有利结果,d7ab67181a6b66a89ffc09f0aef517377353d6e776209e70d96aa60e5e21c4ac,
PRD-MAIN,RISK-006,table-row,21. 主要风险与缓解措施,1398,QC 形式审批后错误放行,617305ede0740e587e3efbc897107835f001bba393b4be58b99a65ab2067807a,
PRD-MAIN,RISK-007,table-row,21. 主要风险与缓解措施,1399,数量台账伪精确,08493b91c48b7968adda6a47d2ad7903a1edfca4f89e62eb785b1f394bf27904,
PRD-MAIN,RISK-008,table-row,21. 主要风险与缓解措施,1400,税票、LIMS 和 ERP 双主,ff0b047549df8c833e3e19f32646b6e4cfc210f7ac89c9a8604a1be8903f2dd3,
PRD-MAIN,RISK-009,table-row,21. 主要风险与缓解措施,1401,贷项与红票重复冲减,b906a535af68d8cd3641c52d5f55a1fc8dd3153ffb4a9e1365b618c0d4dcb1c6,
PRD-MAIN,RISK-010,table-row,21. 主要风险与缓解措施,1402,并发导致超额开票或核销,1a72c22efb0111dece9a3071fa26b85e898462b16355d4e6cffe08480d2a8bac,
PRD-MAIN,RISK-011,table-row,21. 主要风险与缓解措施,1403,集团内跨法人/实验室/客户附件越权，或集团外对象存储与 AI 检索数据平面串用,832c7c22b6599c1100575c6da16065e52da5a26f55f14f149e265825a4e6d1e2,
PRD-MAIN,RISK-012,table-row,21. 主要风险与缓解措施,1404,托管模型变更导致不可复现,0dac2127fa190c937f24bd8a6471ca291a62c567edc39e76bbd8fb0938427d31,
PRD-MAIN,RISK-013,table-row,21. 主要风险与缓解措施,1405,首期范围过大,7566d80d3eef3013f9e71df25f31d8ee5f1d5067992a677b65c4037d61822f05,
PRD-MAIN,RISK-014,table-row,21. 主要风险与缓解措施,1406,法规、签名或税务规则不明确,693defcca94b0fbb973d586ce34e8eac4ddaf86b06cd22be578151f63da03a64,
PRD-MAIN,RISK-015,table-row,21. 主要风险与缓解措施,1407,用 BOM/单一通用流程硬套五行业,c2cb491c8a6620607e5783fd10befe605064210feb9e9188409251809a06fdb2,
PRD-MAIN,RISK-016,table-row,21. 主要风险与缓解措施,1408,标准最新版、实施版、过渡版和客户指定版混用,7ca0c3ec9c4845153b86225573bdd3f51e1ba3c309b57695bb3976d7ccf251d6,
PRD-MAIN,RISK-017,table-row,21. 主要风险与缓解措施,1409,客户套餐、方法、限值和判定规则混为一体,4f432a933ffa2fbecb0995c4311967f55d9961b927b32a6c6fbd32769b735f57,
PRD-MAIN,RISK-018,table-row,21. 主要风险与缓解措施,1410,代表性覆盖无依据扩张,9058a5d1bc77aae288fbbdd96a88c3dca63b88fce111737c8fe8f507d9e27616,
PRD-MAIN,RISK-019,table-row,21. 主要风险与缓解措施,1411,认可范围简化为机构级标记,51e1c12f6051d44ecc2ae00e59a86570349282e7382fedf477cbdc196444bf32,
PRD-MAIN,RISK-020,table-row,21. 主要风险与缓解措施,1412,完整财务范围吞噬实验室主链,1bf16e1f3c30fc5a3bc3c4613756f0e3a85fba06993b11e1c86d117ac655e2ac,
PRD-MAIN,RISK-021,table-row,21. 主要风险与缓解措施,1413,完全排除方法执行记录导致化学结果不可复核,aa7ac2d0b0090fd223f2649df4743c117e8ca261cfa47126a9c0ae197596e915,
PRD-MAIN,RISK-022,table-row,21. 主要风险与缓解措施,1414,自定义配置过多导致每客户一套产品,d65d23518341e8c8c11433e07f8a81368c28b01b42257d71f06640eab4d86fb4,
PRD-MAIN,RISK-023,table-row,21. 主要风险与缓解措施,1415,集团多机构后补造成组织、责任归属、编号和权限重构,515c4583d3328b566f093533e14876af5ddb4750a5247d7ccbb9d7bc43a34a49,
PRD-MAIN,RISK-024,table-row,21. 主要风险与缓解措施,1416,直接控制高风险设备或存储全部高频点位,087cf42920f67680fee9d92c38b602b68e4e803397d54937157db44f732ccb17,
PRD-MAIN,RPT-CLAIM-001,table-row,12.7 报告,844,系统必须逐报告行校验认可标识、检测/符合性声明和分包披露；不得使用报告级单一“已认可”布尔值,399820baf9bcd3229d00623df3e84f41f3bee3ea754184c8fc8ece338d44ab9c,
PRD-MAIN,RPT-GATE-001,table-row,12.7 报告,842,系统必须在签发前校验计划完整性、结果唯一性、QC、异常、身份、方法、规格、分包披露和签字授权,8bde4f795440c06545729b77af4fa3c6d4aa2c3abd2547e2ba58b314713da876,
PRD-MAIN,RPT-GATE-002,table-row,12.7 报告,843,系统必须为每个阻断项返回对象、规则版本和允许的下一步,550ce5283de481ef11a01becdc2a1af62b233d7e5ceeed4dd02f25a677e006cc,
PRD-MAIN,RPT-SCOPE-001,table-row,12.7 报告,845,报告必须区分实际测试对象、经批准覆盖对象、未评价范围、客户声明和实验室结论,d1812a9e6bf49cab5eb23addb908056b1527c3d29ca6a5d3cc62970de9951a8d,
PRD-MAIN,RPT-SIGN-001,table-row,12.7 报告,846,系统必须将电子签名绑定到不可变报告内容哈希,2fa2718923ddc25ec9f0d081517772d85396f664891d5c53512ba97a4921630e,
PRD-MAIN,RPT-TRACE-001,table-row,12.7 报告,841,系统必须使每个报告行引用一个当前有效 ResultAdoption，并完整、无歧义地重建其全部 ResultInput/来源边、观测、运行、原始证据、贡献试样/实物、身份、范围行和要求选择快照；只有 `EVALUATED` 模式才必须追溯 ConformityDecision,1e46e966e8935c7a618355752cc738cecba6b86b172349c40560a0b46ac88d45,
PRD-MAIN,RPT-VERS-001,table-row,12.7 报告,847,系统必须通过新版本执行更正或补充,ee93aa9c97cb6522f79b5545c8581b6c9a6f59a9625917304e0e9142bff7fb03,
PRD-MAIN,RPT-VERS-002,table-row,12.7 报告,848,系统必须禁止删除或覆盖已签发报告版本,77230b8c13c59de0b11d5f73b45d4b34e2045813b163d806f0fc58c796853492,
PRD-MAIN,RPT-VERS-003,table-row,12.7 报告,849,系统必须使验证页显示当前有效版本、历史状态和替代关系,c9c418b030106162ada6f0a906ac53af2f233c12b9d6b05e6829273260ffa510,
